epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,3355.47,0.98547,0.47506,1.22848,0.99902,0.99759,0.995,0.49124,0.95261,2.10079,0.79964,0.0016502,0.0016502,0.0016502
108,3384.93,1.00638,0.49173,1.25472,0.99034,0.98772,0.99486,0.55839,0.76601,1.64952,0.69914,0.0016469,0.0016469,0.0016469
109,3427.07,0.96776,0.46487,1.22702,0.99936,1,0.995,0.42101,1.09548,1.06842,0.91529,0.0016436,0.0016436,0.0016436
110,3459.87,0.99955,0.48005,1.24781,0.99942,0.99759,0.995,0.60704,0.72802,0.64555,0.67665,0.0016403,0.0016403,0.0016403
111,3494.81,0.99925,0.47867,1.23774,0.99384,0.99759,0.99486,0.72627,0.50861,23.1026,0.55449,0.001637,0.001637,0.001637
112,3526.71,1.00641,0.4802,1.26197,0.99518,0.99524,0.995,0.73623,0.49566,12.4677,0.55889,0.0016337,0.0016337,0.0016337
113,3560.31,0.97547,0.47663,1.23865,0.99783,1,0.995,0.84788,0.31533,5.95041,0.48321,0.0016304,0.0016304,0.0016304
114,3589.64,0.94619,0.46144,1.21182,0.9952,0.99839,0.995,0.79476,0.41503,16.8624,0.5111,0.0016271,0.0016271,0.0016271
115,3620.87,0.93592,0.4482,1.20044,0.99879,1,0.995,0.72206,0.5563,2.3899,0.56499,0.0016238,0.0016238,0.0016238
116,3644.84,0.96793,0.46412,1.20836,0.99644,1,0.995,0.67221,0.61924,11.8398,0.58679,0.0016205,0.0016205,0.0016205
117,3674.56,0.97842,0.46683,1.23352,0.99897,1,0.995,0.7941,0.43385,5.09044,0.51333,0.0016172,0.0016172,0.0016172
118,3706.39,0.9627,0.46289,1.21889,0.98393,0.99277,0.99464,0.85809,0.31272,1.54916,0.48534,0.0016139,0.0016139,0.0016139
119,3740.31,0.94597,0.46315,1.21227,1,0.99695,0.995,0.8342,0.34605,0.85749,0.48007,0.0016106,0.0016106,0.0016106
120,3764.71,1.02406,0.47904,1.26081,0.99738,1,0.995,0.7791,0.44977,0.76977,0.5165,0.0016073,0.0016073,0.0016073
121,3798.24,0.95848,0.46777,1.21962,0.9983,1,0.995,0.712,0.54851,1.58573,0.56599,0.001604,0.001604,0.001604
122,3825.69,0.95914,0.45897,1.2164,0.99279,0.99759,0.99498,0.72127,0.47802,1.30553,0.52961,0.0016007,0.0016007,0.0016007
123,3858.38,0.91376,0.44689,1.18702,0.99759,0.99851,0.995,0.82876,0.35229,0.72354,0.48527,0.0015974,0.0015974,0.0015974
124,3886.94,0.96489,0.46722,1.21726,1,0.99923,0.995,0.76445,0.44138,6.14502,0.52843,0.0015941,0.0015941,0.0015941
125,3916.2,0.99159,0.4836,1.25271,0.99969,1,0.995,0.63586,0.70896,0.35605,0.64575,0.0015908,0.0015908,0.0015908
126,3946.23,0.96257,0.46053,1.20849,0.9963,0.98554,0.99485,0.77165,0.41401,0.29392,0.51342,0.0015875,0.0015875,0.0015875
127,3978,0.95298,0.46987,1.21118,0.99759,0.99617,0.995,0.81939,0.34546,0.3366,0.4876,0.0015842,0.0015842,0.0015842
128,4010.24,0.96415,0.46875,1.21691,0.99688,1,0.995,0.87067,0.27958,2.98932,0.46734,0.0015809,0.0015809,0.0015809
129,4028.77,0.92646,0.45879,1.19679,0.99504,0.99759,0.995,0.8628,0.30001,3.76536,0.4669,0.0015776,0.0015776,0.0015776
130,4056.44,0.94397,0.4494,1.2031,0.99968,1,0.995,0.78369,0.3754,0.4235,0.49487,0.0015743,0.0015743,0.0015743
131,4087.02,0.9604,0.46999,1.2229,0.99664,0.99759,0.995,0.86235,0.3035,3.83771,0.48039,0.001571,0.001571,0.001571
